@relation gesture_recognition
@attribute mean_x real
@attribute mean_y real
@attribute mean_z real
@attribute variance_x real
@attribute variance_y real
@attribute variance_z real
@attribute gesture_type{up, down, forward, backward}

@data
0.42743173,9.803287,0.5459468,4.570767,50.87619,8.664043,forward
0.39497122,9.127187,0.24800618,2.9924746,36.598938,4.218883,forward
0.4155909,8.9036,0.49939474,2.825455,39.481113,4.9839625,forward
0.45483145,9.775752,0.21741231,0.4261155,39.196144,3.4411838,forward
-0.10089111,12.842723,0.52107495,15.019279,20.783308,2.7496808,backward
-1.1375809,12.826233,0.4867579,16.745508,23.726862,28.148003,backward
-1.0611496,10.119985,1.6251345,30.723883,160.2629,22.556799,backward
-0.9981518,10.639827,1.9004679,9.453304,133.19162,25.032356,backward
-0.84866333,8.778635,1.7470913,61.17236,263.82797,10.439352,backward
-0.546545,9.290096,1.1431522,33.38083,181.16595,17.705063,backward
-0.40257442,8.891973,2.0348618,46.670578,205.76357,47.420933,backward
-1.1247783,8.470029,0.15963745,41.947006,113.343346,23.844954,backward
-0.75995976,10.437748,0.006189134,19.677538,106.87927,7.7168164,backward
-0.23709433,9.656366,0.86335534,88.06138,204.68721,13.823043,backward
-0.8684066,10.360981,1.0532693,16.361837,101.61532,30.727228,backward
-0.89355564,8.791654,-0.26194286,34.22701,113.06099,91.023926,backward
-0.279294,12.282846,-1.0265923,2.3761218,46.233715,32.308304,backward
-0.4467971,12.394406,0.06823371,5.0544868,45.92179,17.380722,backward
0.063978195,11.804754,-0.794507,3.4479928,30.679625,104.33792,backward
0.02733273,12.111427,0.44871774,2.0528765,40.768967,28.998003,backward
0.74901867,12.594994,0.41995335,3.5907764,44.561924,22.26794,backward
-1.4814156,9.668812,0.69505477,30.26883,102.5676,31.262259,backward
-1.3315232,9.265608,1.461661,26.412922,105.66688,94.154625,backward
-0.48158443,9.148151,2.0204952,60.75497,190.03375,169.30591,backward
-0.5097332,9.46577,0.13953304,57.460117,133.6092,52.19437,backward
1.909009,7.8059893,0.6690998,220.18947,357.91632,87.48314,backward
0.5382258,9.453464,0.70822144,3.5246346,67.81011,6.419832,forward
-0.12762706,9.964096,0.07016754,3.9487345,108.04778,1.4459168,forward
-0.30547905,9.887448,0.34004784,4.06444,162.8387,8.398799,forward
-0.06650829,9.467714,0.19071007,2.8959007,147.00381,37.19871,forward
0.12308216,9.166194,0.5689955,2.6326876,88.31678,6.014382,forward
0.24758244,9.565576,0.6617689,4.135958,92.22556,9.928931,forward
0.31132698,9.327505,0.16003418,11.566834,105.915306,6.3003182,forward
0.14268494,9.806494,0.11334705,3.3519223,93.91824,6.044858,forward
0.3252449,9.555405,-0.26927567,11.13417,115.72715,7.6022463,forward
-0.7541097,9.303697,-0.1352022,2.735261,29.316353,4.2683897,forward
0.033309937,9.517702,-0.14189148,2.7515671,55.12845,11.520222,forward
0.32704067,9.417737,-0.73225594,3.424029,50.385418,23.2174,forward
0.06537289,9.130383,-0.17018467,3.4722552,50.9821,11.055438,forward
-0.8920574,9.65132,-1.2007694,25.267603,77.19088,28.267721,forward
-0.14147568,10.271718,-0.5911484,10.268426,111.712715,24.7147,forward
-1.0728291,9.599885,0.3279175,19.508476,164.95958,26.525587,forward
-0.026254654,9.673919,1.1130762,6.4833794,89.629684,47.81204,forward
0.59433085,9.174354,0.5204081,6.37536,63.065514,46.24611,forward
0.57494015,10.22267,0.45324197,2.611926,38.491264,3.509332,forward
0.04587078,10.025265,-0.061728477,12.126849,98.19211,26.194654,forward
0.35666612,9.752616,-0.17526874,5.824759,71.978836,10.836915,forward
0.73180866,9.793327,0.73224926,3.97548,60.288414,10.445331,forward
0.59808266,10.02741,-0.581454,52.826656,299.92447,114.055405,forward
0.5573587,9.769656,-0.24117953,34.02727,161.74869,52.730927,forward
0.49978977,10.598427,-0.21394348,43.13522,124.30504,85.45285,forward
0.4941845,10.093799,0.33511066,37.78827,198.57242,45.23179,forward
0.033002853,9.780758,0.5799198,26.047852,139.95088,25.152664,forward
0.3925799,10.307509,0.9687365,16.514172,85.03494,15.125954,forward
0.49134254,9.807988,1.1313324,6.4199786,63.52481,19.262526,forward
0.35202026,10.042314,1.0922493,12.387668,57.605316,8.452771,forward
0.83683944,9.716829,0.75464463,4.155975,46.23749,5.851527,forward
0.34669155,9.706586,0.8243425,3.4153895,32.98213,16.94985,forward
0.3756714,9.775967,0.25879288,5.946459,47.390297,10.491695,forward
-0.32594553,12.01207,-0.21460724,5.2524276,30.420807,6.4431877,backward
-0.005785624,11.930934,-0.81289417,12.129681,31.929544,5.223422,backward
-0.08998108,11.102539,-1.3220621,1.9515527,20.439306,3.3290443,backward
-1.3387482,10.710477,-0.35379028,4.8426666,6.864114,4.179309,backward
-0.5673625,10.429367,-0.30399323,0.7055154,9.330953,3.4413764,backward
-1.1170441,11.193145,0.35393474,8.811114,10.638193,4.643369,backward
-1.0057724,10.886481,0.30385545,3.2511609,8.347932,3.8349335,backward
-0.45481873,9.032419,0.2695694,35.371265,72.48447,16.201233,backward
0.50465965,11.578054,-0.35217762,23.771196,30.207676,7.8551073,backward
1.1175134,11.981306,0.30533272,20.6283,36.956776,13.423135,backward
-1.3264567,11.034174,0.44641912,8.751759,10.612454,6.4293294,backward
-1.7149153,11.226107,1.5218859,11.427811,11.133591,19.570911,backward
-2.7246695,11.123602,2.145875,34.469048,14.73776,25.63277,backward
0.6790303,12.938989,-0.8013033,1.3063887,69.303894,7.9773207,backward
-0.27109274,11.691462,-0.64285177,0.517558,35.984722,4.1631393,backward
-0.6441067,11.70375,-1.5071492,4.713293,14.643318,6.2099915,backward
-0.8073944,12.278039,-1.6466594,1.7568762,32.343838,4.6967106,backward
-0.7996071,11.559468,-1.2806983,4.6801105,19.762554,2.6562982,backward
-0.24347839,11.80351,-1.1947968,2.2881305,17.533485,1.9837321,backward
-0.22427906,11.62432,-1.5136279,1.7026105,13.553533,0.8130086,backward
-0.14327145,11.986414,-1.1727896,2.80194,21.928015,2.0959876,backward
-0.9149933,12.040648,-1.3517979,2.1849577,13.132156,0.9861089,backward
-0.715786,11.162062,-1.4784975,4.182884,8.624603,5.8633475,backward
-0.35068512,11.173967,-0.045817904,2.025768,12.371622,1.1595913,backward
-0.8259345,11.572735,-0.50270927,2.6910982,22.306644,1.611747,backward
-0.16259228,11.31913,-0.3106115,2.4731913,20.157776,1.5679815,backward
0.08806801,11.5969095,-0.28109646,1.5537845,29.821587,1.2752619,backward
0.19790363,11.904713,-0.35546494,0.81850433,20.853437,0.7237384,backward
-0.016427781,12.464973,-0.58344775,5.182562,21.18146,3.4443927,backward
-0.79733753,12.907582,-0.98080444,3.1726086,25.021217,0.8195096,backward
-0.7941952,12.123633,-0.45527458,2.0322378,22.847643,0.21607439,backward
0.5836668,9.680351,0.873806,8.086042,209.17357,44.630768,forward
-0.218101,9.279541,0.14196676,7.7073956,178.76028,26.103394,forward
-0.26822045,9.591493,0.12228757,7.9365497,90.66113,20.115145,forward
0.45036215,9.448092,0.19719441,0.7402745,43.848248,21.611885,forward
-0.05792745,9.241711,-0.06324344,2.6929631,47.35267,9.646656,forward
0.32973403,9.748884,0.07189713,1.1263678,32.4549,1.823844,forward
0.38854218,9.327654,0.34004784,5.8051896,37.99303,14.648629,forward
0.4575923,9.227962,0.9266275,1.0270284,76.99047,8.192424,forward
0.27857098,9.437583,0.09880211,0.94184464,29.55952,2.743349,forward
0.016692268,9.259669,0.27646554,2.0848095,35.30995,0.9101485,forward
0.21592276,8.946654,0.34329876,1.2572889,25.277159,5.137961,forward
0.7499161,9.57734,-0.1193985,1.2474115,13.144295,2.5807772,forward
0.49687576,9.393046,0.5449028,2.9387913,23.051521,4.8617873,forward
0.34322417,9.4261265,0.53066313,1.4943968,42.244675,10.091764,forward
0.3373887,9.262672,-0.00307826,1.9838283,26.721752,3.3545482,forward
-0.27806175,9.445751,0.23656379,1.1387432,29.349312,5.029188,forward
-0.040131632,8.905408,-0.09713236,3.5078726,55.200027,8.985215,forward
0.22407459,10.028379,0.74945575,1.4111832,58.62548,11.081066,forward
0.16258717,9.562437,1.0129681,5.0718837,40.87279,2.834509,forward
0.5934125,9.382781,0.69480985,1.6500615,28.196568,2.2781157,forward
0.18323708,9.16036,0.7109995,1.8342962,30.926735,4.218135,forward
0.15262944,9.044456,0.43967354,0.87257946,18.130514,2.581001,forward
-0.38807678,8.947424,0.680027,1.3030381,38.637783,4.4699893,forward
-0.32602257,9.169145,0.6309422,6.6884966,37.762215,4.991302,forward
0.36396426,9.646218,0.29239327,2.9836361,38.89973,4.8226686,forward
-0.5081177,9.296141,0.7730784,7.432357,54.431046,6.0627847,forward
0.013384138,9.4199095,0.6550576,1.2637812,17.6194,1.5343573,forward
0.3270928,9.130124,0.04710927,0.59177697,15.475258,1.1305686,forward
-0.2949541,9.015592,0.30493334,1.2355437,25.156904,3.2601485,forward
-0.93846387,9.008678,0.36412132,3.7734113,36.55046,6.2530556,forward
0.67919815,9.57137,0.7323554,2.625067,71.507675,21.315113,forward
0.5972862,9.661616,0.28940964,2.6616428,64.01973,7.14954,forward
0.19217189,9.379401,0.19104542,3.191165,54.42311,7.3436036,forward
0.3356008,9.352485,0.52184856,3.8949852,68.30575,13.94577,forward
0.17168386,9.4810505,0.2544877,3.0732381,47.773525,3.1633198,forward
-0.06306648,9.458736,0.005756378,2.8457403,46.151726,7.1579647,forward
-0.33031845,9.059205,-0.06083107,3.9235883,38.908146,11.222937,forward
-0.19123489,8.566056,0.27927223,3.927151,27.357832,11.14273,forward
0.57466125,9.651321,0.14791259,2.3079984,28.532623,2.673409,forward
0.014667218,8.1936655,0.16858731,2.828293,31.61842,5.422157,forward
0.9165141,-0.15646107,9.34996,4.492646,4.5823493,103.82703,up
0.20250447,0.13922374,9.857135,6.44269,0.13668577,24.236557,up
0.1578191,0.41455588,9.458898,3.8176975,0.692113,40.505577,up
0.16154225,0.3352839,9.746867,7.9589667,0.030405572,21.674349,up
0.50590515,0.2714335,9.706698,3.9551027,3.6368067,62.299816,up
0.16736451,-0.017144775,9.41423,12.522592,1.4257041,34.878166,up
-0.1470464,0.017649332,9.390927,8.891109,2.4072769,39.693874,up
-0.2206014,0.22461446,9.499867,7.436066,3.5074024,42.935364,up
-0.38061777,0.033610027,9.44001,5.8847375,7.0178432,24.77194,up
-0.22166443,0.76184845,9.428436,0.57736886,3.4875963,31.06784,up
-0.5072403,0.34140015,9.372174,2.56197,2.649793,30.413221,up
-0.61285144,0.66594696,9.80379,2.5621521,4.2935586,36.08113,up
-0.6361287,0.22767639,9.145259,2.9542322,1.8896652,18.77585,up
-0.8462855,0.585612,9.647639,4.6737504,1.9604783,26.257582,up
1.4070587,-0.19809215,9.805654,3.4423332,2.052212,29.016886,up
0.31756338,-0.31062064,9.734363,4.9623914,1.7367092,46.115036,up
0.80292004,0.0965271,9.553739,4.2418284,2.9372282,20.960112,up
1.0003077,0.18497975,9.224933,4.64585,0.23030819,23.67988,up
0.57374066,0.27396393,9.91499,0.91406924,0.43278274,26.114584,up
0.6063258,0.31852213,9.579404,3.2498865,1.4538574,39.430897,up
1.1453155,0.39385682,9.425726,0.93520373,1.4701977,41.751686,up
0.78465927,0.49523708,9.423076,5.918603,0.85691607,27.249332,up
0.63066864,-0.011210124,9.344905,6.5685043,1.0221821,52.15153,up
0.38486734,0.3730596,9.571691,3.220582,3.1748064,27.728563,up
0.09969076,0.14042155,9.806056,4.641926,0.8848055,29.220345,up
0.3022639,0.22567494,9.027145,4.389869,0.7958131,36.569283,up
0.27114105,0.68097687,9.700046,3.4912167,0.61684656,31.909937,up
-0.10115814,0.684171,8.880963,6.684012,0.45930842,27.49587,up
-0.07747904,0.7212804,9.582733,2.2700026,3.7024555,26.632805,up
-0.60723877,0.58300173,8.959015,6.3827186,4.964161,26.925644,up
-0.3594295,0.6205335,9.307244,8.505909,2.0764177,31.957178,up
0.8935013,-0.3209966,10.338635,1.2905765,2.514074,59.822308,up
0.7978694,-0.13252003,9.253929,0.6225245,0.6300332,11.251645,up
0.85665387,0.2852707,9.591908,1.1908845,0.2525894,27.911123,up
1.0722708,-0.12187958,9.332936,2.4663246,3.7066727,45.650665,up
1.3638306,-0.3046392,9.249537,1.7251159,0.9546097,19.227497,up
0.6822764,0.20945485,9.543361,3.6299531,1.4154514,18.256802,up
-0.10700989,-0.03566284,9.094208,7.8463697,2.47859,64.36372,up
0.7155718,0.2751966,10.097902,3.2630463,0.7759961,27.130102,up
0.15715282,0.41947937,9.156299,7.768183,1.1598912,33.472,up
0.2973455,0.9669545,8.954918,8.987913,1.5142759,30.974306,up
-0.05926005,0.5774968,8.923393,5.716595,1.1814951,40.630657,up
-0.29296112,0.34725443,9.486835,5.3349686,1.4506656,27.079397,up
0.15103658,0.38981628,9.416466,2.4887736,0.99186033,25.750006,up
0.06856384,0.35124207,9.579593,5.538083,2.1881845,62.049477,up
0.08798727,1.5873133,9.207507,6.6157894,4.792603,31.348732,up
-0.48506165,1.3471178,9.21102,5.4421535,1.7305073,19.877869,up
-0.21754456,1.193601,9.298749,4.9021516,6.357223,17.724829,up
1.8928146,0.21783447,9.565038,1.145448,2.7889574,66.80668,up
1.3118235,-0.060956318,9.477119,4.097943,4.4009547,58.197773,up
1.2203089,0.19548798,9.725052,2.1390636,1.2716004,56.933956,up
1.2639364,0.48451996,9.674642,2.0461462,1.8405629,23.270578,up
1.0590998,0.8330078,8.727203,3.5386896,1.1051818,28.014528,up
0.43221793,0.7170232,9.069176,2.7554114,1.849905,23.826767,up
-0.02041626,0.5680542,9.309792,4.816416,1.1527005,23.464012,up
-0.52985126,0.64014435,9.094447,2.5940893,2.2296848,16.973799,up
-0.1083374,0.63668823,9.202321,3.3422756,2.6927996,19.552252,up
-0.28218588,0.8459091,9.149646,5.985914,2.5913036,14.358426,up
0.20543416,0.56379443,-11.983706,0.5116978,1.2798524,23.207598,down
-0.8005295,-0.37247214,-11.918399,2.7966483,1.0206169,15.573551,down
-1.3574499,-0.15473175,-11.007802,1.8435149,0.33134344,12.931329,down
-1.4968466,-0.5614827,-11.777008,0.95667654,1.5298051,16.730614,down
-0.5486069,-1.5534744,-12.035985,5.4086404,2.2988138,14.318213,down
-0.99180347,-0.9055786,-11.605824,4.550295,1.209311,13.463393,down
-0.6849416,-0.91621906,-11.508191,0.8112454,1.0455043,8.693601,down
-0.376887,-0.7133789,-11.802012,2.4432526,0.17529066,7.866466,down
-0.6003494,-0.897199,-11.34685,0.14201301,0.11331818,17.540733,down
-1.300387,-1.7394257,-12.793347,2.7298844,3.9653003,27.6438,down
-1.1274719,-1.2057877,-11.394071,1.5310521,1.3217474,16.113737,down
-1.0376841,-0.33349863,-10.740582,4.0573416,2.880351,13.0452,down
-1.3132883,-0.5268987,-11.777141,1.7884101,1.24214,18.986115,down
-0.18082936,-0.6906331,-11.428383,0.4122735,0.8901666,8.082627,down
-0.60553485,-0.9340439,-10.920285,0.20194198,0.34726718,6.6671824,down
-0.7788493,-1.0502955,-12.005524,2.0891764,1.0629255,9.59464,down
-0.2872416,-0.39002737,-11.607152,2.7454212,0.7161111,18.660252,down
0.07215881,4.908244E-4,-11.066464,0.18569767,0.13502435,6.6150527,down
0.37156424,-0.25741577,-12.098231,1.9448119,0.3638297,15.521813,down
-0.058461506,-0.3352305,-11.6690035,1.6723881,0.5734541,17.314339,down
-0.43195853,0.2457606,-11.182716,0.90491253,0.4539771,10.13808,down
-0.060854595,-0.75142163,-11.850166,1.6516333,3.760559,16.502695,down
0.19453175,-0.15206909,-11.436099,0.97715646,1.0416137,17.100992,down
-0.57654065,-0.58302814,-12.913055,1.1880505,1.9291563,28.938028,down
-0.15049998,-0.85118103,-13.08105,0.9090417,1.276836,41.45905,down
-0.9322128,-0.18492381,-11.995677,1.401907,1.6142731,14.795442,down
-0.3521525,0.22168986,-11.31426,0.14364497,0.90263766,7.8280683,down
-0.82207745,-0.48646292,-10.992508,3.851428,2.3711925,6.776032,down
-0.6592687,-0.5412623,-12.0180235,3.4993007,0.73583627,15.775375,down
-0.14598083,-1.0617319,-12.002327,1.4315895,1.0152802,8.8274,down
-0.03789673,-0.6709229,-12.303891,1.7483593,1.214623,15.733984,down
-0.56544495,-0.18118069,-11.979257,3.6160834,1.1968269,6.646729,down
-1.5381012,-1.5167145,-12.874191,0.98907435,2.845927,19.021048,down
-0.83712333,-0.44796318,-10.788542,1.6921619,2.8788474,7.3394217,down
-0.48090616,-1.0299429,-12.097829,1.2328962,2.8356674,20.826368,down
-0.43341827,0.4132258,-11.053157,0.74074745,0.10305569,7.5832276,down
-0.27859497,0.21264394,-11.050366,0.23497081,0.29666516,13.241141,down
-0.14425404,0.025235495,-11.928642,1.511721,2.0949726,22.874033,down
-0.086390175,-0.30570474,-11.857346,0.7345937,2.004152,25.360643,down
-0.024543762,0.32929483,-12.339645,0.98230004,0.64535576,22.317282,down
-0.12749481,0.36281332,-11.652638,0.38606048,0.053684607,18.612242,down
-0.72178394,-0.0078862505,-11.993019,4.0638413,2.7967281,18.788763,down
-0.4134674,0.17766316,-11.930104,0.85919285,0.39183816,16.273626,down
0.049542744,-0.6712138,-11.862401,1.1977338,2.68068,6.3561425,down
-0.058461506,0.37770844,-10.544391,0.9665697,1.4889221,20.927248,down
0.96080524,-1.7847849,-11.52509,1.099671,1.0640271,5.3968606,down
0.41865286,-1.0876745,-11.995811,0.7033513,0.32604173,10.901558,down
0.74665576,-1.6691971,-11.546898,1.2959765,0.71989125,11.201762,down
0.3036016,-0.9323146,-11.970675,1.1364328,0.642243,11.798091,down
0.31610107,-1.9474564,-11.993152,1.1389672,0.9033187,20.605215,down
0.6732356,-2.6404445,-12.026932,1.1909786,0.4767449,16.6006,down
0.17497253,-2.9050064,-12.148511,1.0715746,1.2751199,22.61779,down
0.03916931,-2.2959468,-11.839124,0.27800286,1.9132663,25.472427,down
0.85426074,-1.8832117,-12.673108,7.4540443,2.3341994,18.432379,down
0.18561554,-1.8572744,-12.191071,3.8280046,2.4444635,16.45135,down
0.05832672,-2.9949188,-12.955887,4.9906454,11.107768,51.055973,down
-0.24555358,-2.6820526,-12.235257,4.20543,1.5213876,16.99904,down
-0.61868066,-2.0398822,-11.63712,3.4005277,0.6820704,21.946955,down
0.14584605,-1.8800201,-11.23658,1.6241828,0.38574612,12.021508,down
0.45163727,-1.8077952,-11.628169,1.2500592,1.6734937,7.778198,down
0.85426587,-0.90491486,-11.621518,0.5862412,0.3572532,5.670735,down
0.4455185,-1.3810984,-12.035314,1.0044888,0.52684563,13.459003,down
0.6016719,-0.8755188,-12.650622,4.132462,3.749112,16.964254,down
0.49007925,-1.4715424,-11.675252,1.3477458,1.368513,12.493308,down
-0.7616908,-2.15522,-11.993815,5.609976,1.3866925,16.656939,down
-0.08798727,-1.6859564,-11.738034,1.7750816,1.7359208,7.333023,down
-0.95939445,0.23881531,-9.075601,21.405905,2.9703872,170.66818,down
-0.36252084,0.5881373,-13.188792,3.2083619,0.26129386,42.239544,down
0.512558,0.5982437,-11.448468,1.4642032,0.2745814,9.561137,down
0.11392212,0.49835205,-9.559044,2.0015876,4.682138,94.64368,down
0.20038097,0.77993774,-11.969876,0.72066706,0.13390888,25.280006,down
-0.30506387,0.77820843,-12.994858,2.2228143,0.42217207,27.05687,down
-0.07109579,0.31652832,-12.58372,0.61304206,0.7255965,19.378506,down
-0.2611866,0.52956104,-13.324709,3.116306,1.320158,30.522041,down
-0.7418213,0.30091476,-12.554075,4.669195,1.523712,26.574759,down
-0.51347446,0.7245388,-11.903601,8.636009,0.7134293,20.548965,down
-0.7536411,0.07062149,-11.508109,13.853382,1.7082965,37.45011,down
